Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
ER to Golgi vesicle-mediated transport (GO:0006888)	36/180	0.554650828708249	1	0	0	0.990834778300718	0.584014367786313	SEC23A;CTSZ;USO1;GOSR1;IER3IP1;AREG;SPTA1;LMAN1;TRAPPC11;BCAP29;TMED2;TMED1;CD59;TMED7;SPTBN1;SPTBN2;COG3;TRAPPC8;ANK3;DYNLL1;SPTB;ARFGAP1;DYNC1LI2;F8;CNIH1;VAMP7;VAPA;TRAPPC6B;ZW10;GOLGB1;HYOU1;MPPE1;GAS6;ERGIC1;SEC22C;BET1
regulation of mitotic cell cycle (GO:0007346)	33/165	0.554895123922391	1	0	0	0.990834778300718	0.583578052016459	RB1;CUL9;APP;GPSM2;INTS13;BTG2;BTG1;IQGAP1;SDCBP;NUP62;PIM1;MAP3K8;MAP9;MAP4K3;MAP4K4;MAP2K3;CDK19;SMAD3;DUSP3;MAP3K1;ANGEL2;NEK6;SPHK1;DAPK3;NEK7;RBL2;DLG1;RBL1;STK24;TAL1;STK26;TNIK;KIF20B
transcription initiation from RNA polymerase II promoter (GO:0006367)	32/160	0.555006589179252	1	0	0	0.990834778300718	0.58337903682054	THRB;CBFB;AKR1B1;RORA;NR3C1;NR2C2;GTF2E2;TAF7L;MED14;RXRA;MED30;POLR2A;POLR2C;E2F2;E2F3;POLR2H;TEAD1;POLR2K;TEAD3;WWTR1;NR1H2;MED8;ESRRG;GTF2H3;RUNX2;CDK9;KAT2B;NR6A1;TAF4B;TAF7;PGR;TCF4
response to lipid (GO:0033993)	28/140	0.555642605306269	1	0	0	0.990834778300718	0.582244228511628	CXCL8;VPS4B;TNFRSF11A;LIAS;AQP3;SOCS2;TRIM6;RXRA;IRAK1;TNFRSF8;CTSH;CD36;PCK1;JAK2;SNCA;PAQR8;PAQR9;ABCA2;PAQR5;NR1H2;TNFRSF10B;IRAK3;TNFRSF1B;FER;CPS1;ALPL;CTNNB1;TNFRSF25
negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433)	28/140	0.555642605306269	1	0	0	0.990834778300718	0.582244228511628	RB1;SP100;NLRC5;TNFAIP3;ARRB2;RNF2;GLIS2;PYCARD;UFL1;IRAK1;IRAK2;PIM1;NLRP2;BTRC;CMKLR1;NFKBIL1;ANXA4;FOXH1;FZD6;IRAK3;COMMD1;COMMD7;PARP10;MAD2L2;ID2;TAX1BP1;GAS6;ZNF675
cellular response to organic cyclic compound (GO:0071407)	27/135	0.555858905656812	1	0	0	0.990834778300718	0.581858591766257	GABRB3;AKR1B1;ADCY3;RORA;AKAP6;BRCA1;NR3C1;PKD2;TFPI;RYR3;AQP1;CRHBP;GNG2;CASP6;CASP3;INPP5K;DMTN;RIOK3;IL18;SPIDR;POU4F1;FAM210B;IMPACT;RAD51;P2RX4;RAPGEF2;CTNNB1
cellular response to metal ion (GO:0071248)	20/100	0.558358384183508	1	0	0	0.990834778300718	0.577413185239772	PRKN;DMTN;LRRK2;BNIP3;AKR1C3;ANK3;IQGAP1;PKD2;CARF;CACNA1H;RYR3;AQP1;ITPKB;CRHBP;MAPK9;SLFN14;CPNE3;GPLD1;SNCA;SLC25A24
fluid transport (GO:0042044)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	AQP10;AQP3;AQP1
positive regulation of neural precursor cell proliferation (GO:2000179)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	FZD3;FZD9;CTNNB1
regulation of platelet aggregation (GO:0090330)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	LYN;DMTN;ALOX12
regulation of calcineurin-NFAT signaling cascade (GO:0070884)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	ATP2B4;AKAP6;LMCD1
pyrimidine-containing compound catabolic process (GO:0072529)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	NT5E;TET3;TET1
N-acetylglucosamine metabolic process (GO:0006044)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	CHST7;GNPDA1;CHST2
cardiac left ventricle morphogenesis (GO:0003214)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	RYR2;SMAD4;TGFBR2
cellular protein complex disassembly (GO:0043624)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	VPS4B;ETF1;GSPT2
negative regulation of biomineral tissue development (GO:0070168)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	SRGN;GAS6;TRPM4
regulation of fatty acid metabolic process (GO:0019217)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	PDK4;ADIPOR1;ADIPOR2
metallo-sulfur cluster assembly (GO:0031163)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	HSPA9;NUBPL;CIAPIN1
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	JAG1;IL18;MYO1G
cellular response to nitrogen compound (GO:1901699)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	CPS1;RIOK3;SPIDR
regulation of histone modification (GO:0031056)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	CDK9;FLCN;AKAP8L
nucleoside triphosphate metabolic process (GO:0009141)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	AK1;ENPP1;CMPK2
regulation of adaptive immune response (GO:0002819)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	PYCARD;IL6ST;SAMSN1
establishment of protein localization to chromosome (GO:0070199)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	TERT;POT1;LRWD1
positive regulation of interleukin-8 secretion (GO:2000484)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	PYCARD;HYAL2;CD58
negative regulation of hydrogen peroxide-induced cell death (GO:1903206)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	NUP93;LRRK2;PYCR1
intermediate filament organization (GO:0045109)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	EPPK1;KLHL24;MTM1
clathrin coat assembly (GO:0048268)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	FCHO1;EPS15;PICALM
acetyl-CoA metabolic process (GO:0006084)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	NUDT7;HMGCS1;ACACB
lipid particle organization (GO:0034389)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	RAB18;RAB3GAP1;PLIN5
gliogenesis (GO:0042063)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	RELN;CDK6;AZU1
pore complex assembly (GO:0046931)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	NUP93;ANO6;TMEM170A
negative regulation of Rho protein signal transduction (GO:0035024)	3/14	0.55892316306806	1	0	0	1.06160869103648	0.617583710891199	FLCN;CCDC125;DLC1
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	17/85	0.560255903455498	1	0	0	0.990834778300718	0.574051651400444	APP;DMTN;SEMA4D;CD81;ITGB2;LIF;LRP8;SAMSN1;GATA1;EFNA1;RAP2B;RELN;FYN;PTPN6;JAK2;IL6R;CD44
positive regulation of endothelial cell migration (GO:0010595)	14/70	0.563042908930696	1	0	0	0.990834778300718	0.569134940747758	MAP2K3;BMPR2;PDPK1;FLT4;HMGB1;FGF2;RHOB;P2RX4;SP1;PRKD2;CALR;GPLD1;SASH1;FGFR1
Rab protein signal transduction (GO:0032482)	14/70	0.563042908930696	1	0	0	0.990834778300718	0.569134940747758	RAB27A;RAB27B;RAB32;RAB31;RAB40C;RAB14;RAB12;RAB29;RAB18;RAB28;RAB6A;RAB6B;RAB5A;RAB8B
interferon-gamma-mediated signaling pathway (GO:0060333)	14/70	0.563042908930696	1	0	0	0.990834778300718	0.569134940747758	CIITA;SP100;IFNGR1;IFNGR2;HLA-B;HLA-C;HLA-A;IFI30;TRIM5;TRIM38;JAK2;GBP2;CD44;JAK1
negative regulation of blood vessel morphogenesis (GO:2000181)	13/65	0.564260516712669	1	0	0	0.990834778300718	0.566994525703457	ATF2;ROCK1;SERPINF1;SEMA3E;FOXO4;SYNJ2BP;HSPG2;SPRED1;HHEX;RGCC;KRIT1;SPRY2;CTNNB1
O-glycan processing (GO:0016266)	13/65	0.564260516712669	1	0	0	0.990834778300718	0.566994525703457	GALNT6;GALNT14;ST6GAL1;GALNT2;GALNT18;GALNT1;GCNT1;GXYLT1;MUC1;B3GNT5;ST3GAL4;ST6GALNAC4;ST3GAL1
regulation of stress fiber assembly (GO:0051492)	12/60	0.56567369357237	1	0	0	0.990834778300718	0.564516106167516	CARMIL1;RGCC;ROCK1;TGFB3;GPR65;DLC1;TPM1;PXN;ALMS1;INPP5K;ARHGAP6;S100A10
proteolysis (GO:0006508)	58/291	0.566840394884634	1	0	0	0.987429847791094	0.56054171273532	MIPEP;TPSB2;CPQ;CTSZ;SPPL2A;IDE;PCSK6;CTSS;PCSK4;LACTB;NPEPPS;SCPEP1;ADAMTS3;CASP6;DDI2;CASP3;RNPEP;LONP1;CAPN2;LONP2;CTSH;FBXO6;PMPCA;TPSAB1;CTSE;CTSB;CPA3;SRGN;MME;AFG3L2;RNF123;UQCRC1;ATG4C;PRTN3;ATG4A;TRABD2A;TPSD1;HTRA2;LRP8;MALT1;NLN;APH1B;PSMB5;TASP1;AMZ2;TBL1X;ELANE;RHBDL1;ERAP2;F12;TYSND1;LNPEP;AZU1;PM20D2;SPCS3;PSMC4;CPVL;METAP2
RNA metabolic process (GO:0016070)	38/191	0.568900342208956	1	0	0	0.9856471616604	0.555954287151047	FTO;RNASEH2B;RNASEH2A;DDX49;DDX1;CELF2;DIS3L;PARN;DDX41;BICD1;TBRG4;DUSP11;EXOSC7;DHX30;HELB;TERT;POLR2A;CLP1;POLR2C;DHX37;DHX38;POLR2H;POLE;POLR2K;RNGTT;DDX56;THOC1;DICER1;ISG20;SUPV3L1;LSM7;DDX39A;AGO3;AGO4;AGO2;PABPC3;HNRNPH2;RBMX
very-low-density lipoprotein particle remodeling (GO:0034372)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	LPL;APOE
negative regulation of circadian rhythm (GO:0042754)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	SIN3A;CIPC
secretory granule organization (GO:0033363)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	ABCA1;SRGN
negative regulation of cytokine production involved in inflammatory response (GO:1900016)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	CHID1;PDCD4
negative regulation of phagocytosis (GO:0050765)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	PRTN3;HMGB1
L-fucose metabolic process (GO:0042354)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	FUT9;FUT1
positive regulation of voltage-gated potassium channel activity (GO:1903818)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	AKAP6;ALG10B
epithelial cell apoptotic process (GO:1904019)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	RYR2;BMPR2
regulation of interleukin-1 secretion (GO:0050704)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	HMGB1;GAS6
regulation of SNARE complex assembly (GO:0035542)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	STXBP1;STXBP6
negative regulation of catenin import into nucleus (GO:0035414)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	WWTR1;SNAI2
regulation of microtubule-based movement (GO:0060632)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	LAMP1;NEFH
Cdc42 protein signal transduction (GO:0032488)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	RHOBTB3;NTN1
regulation of integrin activation (GO:0033623)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	FARP2;KIF14
positive regulation of leukocyte apoptotic process (GO:2000108)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	LYN;RAPGEF2
central nervous system neuron development (GO:0021954)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	PTEN;RAPGEF2
regulation of endoplasmic reticulum unfolded protein response (GO:1900101)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	HSPA5;PIK3R1
response to dopamine (GO:1903350)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	PRKN;LRRK2
response to muscle stretch (GO:0035994)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	RYR2;DMD
chylomicron remodeling (GO:0034371)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	LPL;APOE
negative regulation of protein exit from endoplasmic reticulum (GO:0070862)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	UBE2G2;SVIP
myelin assembly (GO:0032288)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	CNTNAP1;DICER1
response to leucine (GO:0043201)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	SESN3;RRAGD
protein polyglutamylation (GO:0018095)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	TTLL5;CEP41
negative regulation of phosphatidylinositol 3-kinase signaling (GO:0014067)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	PIK3IP1;PTEN
nucleoside phosphate biosynthetic process (GO:1901293)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	AK1;CMPK2
positive regulation of astrocyte differentiation (GO:0048711)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	APP;HES1
positive regulation of natural killer cell mediated immune response to tumor cell (GO:0002857)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	GYPC;NECTIN2
sympathetic ganglion development (GO:0061549)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	FZD3;CTNNB1
positive regulation of phosphorylation of RNA polymerase II C-terminal domain (GO:1901409)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	CCNT2;CCNL2
protein localization to vacuole (GO:0072665)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	SH3GLB1;CD81
podosome assembly (GO:0071800)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	FARP2;NCF1C
nucleoside triphosphate biosynthetic process (GO:0009142)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	AK1;CMPK2
mitotic DNA replication checkpoint (GO:0033314)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	HUS1;RAD17
oogenesis (GO:0048477)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	PIWIL2;C14ORF39
interleukin-23-mediated signaling pathway (GO:0038155)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	P4HB;JAK2
positive regulation of ribosome biogenesis (GO:0090070)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	WDR75;RIOK1
negative regulation of protein sumoylation (GO:0033234)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	GNL3L;CTNNB1
negative regulation of alcohol biosynthetic process (GO:1902931)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	ERLIN2;APOE
Notch signaling involved in heart development (GO:0061314)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	JAG1;SNAI1
regulation of sequestering of calcium ion (GO:0051282)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	RYR2;UBASH3B
negative regulation of heterotypic cell-cell adhesion (GO:0034115)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	MYADM;MBP
regulation of cell-cell adhesion involved in gastrulation (GO:0070587)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	MYADM;MBP
regulation of bile acid biosynthetic process (GO:0070857)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	STARD4;FGFR4
positive regulation of rRNA processing (GO:2000234)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	WDR75;RIOK1
cellular response to superoxide (GO:0071451)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	PRDX2;CCS
regulation of methylation-dependent chromatin silencing (GO:0090308)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	UHRF1;TET1
negative regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030948)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	HHEX;NEDD4
postsynaptic density organization (GO:0097106)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	PTEN;SHANK2
regulation of leukocyte activation (GO:0002694)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	LYN;MYO18A
negative regulation of interferon-beta production (GO:0032688)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	PYCARD;RELB
fucose catabolic process (GO:0019317)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	FUT9;FUT1
protein hexamerization (GO:0034214)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	LETM1;OAT
granulocyte activation (GO:0036230)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	PREX1;CXCL8
regulation of oxidative phosphorylation (GO:0002082)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	MLXIPL;VCP
negative regulation of chromatin silencing (GO:0031936)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	PHF2;TET1
cellular response to leucine (GO:0071233)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	SESN3;RRAGD
negative regulation of lipid localization (GO:1905953)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	NR1H2;PTPN2
regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	CALM1;CALM2
regulation of homotypic cell-cell adhesion (GO:0034110)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	LYN;ANK3
dynamin family protein polymerization involved in mitochondrial fission (GO:0003374)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	DNM1P46;DNM1L
T cell mediated immunity (GO:0002456)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	JAG1;MYO1G
mast cell mediated immunity (GO:0002448)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	KIT;S100A13
negative regulation of potassium ion transmembrane transport (GO:1901380)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	KCNH2;NEDD4L
cellular response to acidic pH (GO:0071468)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	IMPACT;PKD1L3
negative regulation of microtubule polymerization (GO:0031115)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	MAPRE1;SNCA
neuron projection organization (GO:0106027)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	APP;INSR
detection of mechanical stimulus involved in sensory perception (GO:0050974)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	MKKS;KIT
proton-transporting V-type ATPase complex assembly (GO:0070070)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	DMXL1;ATP6V0A2
cytoskeletal anchoring at plasma membrane (GO:0007016)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	FLNB;ANK3
regulation of nephron tubule epithelial cell differentiation (GO:0072182)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	LIF;CTNNB1
histone phosphorylation (GO:0016572)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	CCNA2;BAZ1B
Golgi inheritance (GO:0048313)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	VRK1;YWHAZ
vitamin transmembrane transport (GO:0035461)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	SLC5A6;SLC46A1
removal of superoxide radicals (GO:0019430)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	PRDX2;CCS
positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter (GO:1901838)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	SMARCB1;NCL
dynamin family protein polymerization involved in membrane fission (GO:0003373)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	DNM1P46;DNM1L
vacuolar proton-transporting V-type ATPase complex assembly (GO:0070072)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	DMXL1;ATP6V0A2
response to UV-C (GO:0010225)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	IMPACT;WRN
regulation of organ growth (GO:0046620)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	WWC3;PTEN
long-chain fatty acid biosynthetic process (GO:0042759)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	ALOX12B;ALOX12
mature B cell differentiation involved in immune response (GO:0002313)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	DOCK10;DOCK11
positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002860)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	GYPC;NECTIN2
cellular response to dopamine (GO:1903351)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	PRKN;LRRK2
positive regulation of synapse maturation (GO:0090129)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	CDC20;RELN
ionotropic glutamate receptor signaling pathway (GO:0035235)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	APP;CPEB4
neurotrophin TRK receptor signaling pathway (GO:0048011)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	CASP3;DDIT4
L-fucose catabolic process (GO:0042355)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	FUT9;FUT1
negative regulation of mRNA 3'-end processing (GO:0031441)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	CDK9;BARD1
interleukin-1 beta production (GO:0032611)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	ABCA1;CD36
positive regulation of ion transmembrane transport (GO:0034767)	2/9	0.569404966157798	1	0	0	1.10092753144524	0.620002072427728	WNK3;ANO6
negative regulation of ossification (GO:0030279)	9/45	0.571626046961462	1	0	0	0.990834778300718	0.554144429479944	SRGN;CDK6;SEMA4D;LRP4;TMEM64;LIMD1;SMAD6;HDAC7;TRPM4
cognition (GO:0050890)	8/40	0.574475290238528	1	0	0	0.990834778300718	0.549217927686218	C12ORF57;CYFIP1;TUSC3;CHD7;ST3GAL4;NF1;CTNS;BBS4
response to cAMP (GO:0051591)	8/40	0.574475290238528	1	0	0	0.990834778300718	0.549217927686218	CRHBP;DMTN;NDUFS4;INPP5K;RAPGEF2;AKAP6;PKD2;AQP1
JAK-STAT cascade (GO:0007259)	8/40	0.574475290238528	1	0	0	0.990834778300718	0.549217927686218	SOCS2;LYN;IFNAR2;FER;HES1;PKD2;SOCS6;JAK2
stimulatory C-type lectin receptor signaling pathway (GO:0002223)	24/121	0.574631580684665	1	0	0	0.982646061124679	0.544411636445739	LYN;PSMD11;PSMD13;PDPK1;CARD9;ICAM3;PSMB10;MALT1;RELB;PSMB9;PSMD8;PSMB6;MUC1;PSMC5;PSMB5;PSMC3;PSMC4;PSMD2;PSMD3;PSMD1;FYN;PSMF1;BTRC;UBA52
positive regulation of protein phosphorylation (GO:0001934)	82/412	0.577203525127515	1	0	0	0.986024900736152	0.541880184441327	APP;CCNT2;BMPR2;FLT3;CD81;RPLP1;LRRK2;FLT4;DOCK7;KNDC1;HMGB1;FLCN;TRIM6;CCND3;CCND2;TRIM5;FLOT1;CCNL2;JAK2;IL6R;MAP2K3;SPHK1;AKTIP;AXIN1;CSNK1D;TNFRSF1B;TWSG1;KIT;RAPGEF2;PRKD2;TNFRSF25;TNIK;WDFY2;GAS6;CACUL1;EPHA3;CD44;RALB;CREBL2;ALOX12B;IQGAP1;TNFRSF11A;GATA1;LRP8;C3;SDCBP;RELN;GPNMB;PDGFC;P2RY1;SNX9;FNIP2;SNCA;LYN;GDF11;SMAD4;SEMA4D;GDF15;TGFB3;INSR;LIF;ATP2B4;BMP8B;TNFRSF10B;AZU1;INHBE;CDK9;MAD2L2;EFNA1;PTPRC;AXL;WNK3;CAPRIN2;SPDYA;CDK2AP1;SPRY2;CALM1;FGFR4;CALM2;FGFR3;EIF4G1;FGFR1
positive regulation of RNA metabolic process (GO:0051254)	7/35	0.578010815287656	1	0	0	0.990834778300718	0.543138666251653	SUPV3L1;POLR2A;WDR75;PIK3R1;RIOK1;HNRNPLL;HSPA1A
positive regulation of peptide secretion (GO:0002793)	7/35	0.578010815287656	1	0	0	0.990834778300718	0.543138666251653	ACHE;TGFB3;MYO18A;ADAM8;DNM1L;SYTL4;EXOC1
negative regulation of protein complex assembly (GO:0031333)	7/35	0.578010815287656	1	0	0	0.990834778300718	0.543138666251653	IMPACT;KIF14;TMC8;ULK1;SMAD6;SORL1;SVIP
regulation of synapse assembly (GO:0051963)	7/35	0.578010815287656	1	0	0	0.990834778300718	0.543138666251653	ROBO2;BHLHB9;DLG5;CLSTN1;PDLIM5;SNCA;EIF4G1
regulation of ion transmembrane transport (GO:0034765)	7/35	0.578010815287656	1	0	0	0.990834778300718	0.543138666251653	KCNH2;KCNE3;KCNJ12;NEDD4;NEDD4L;AKAP6;ANO6
flagellated sperm motility (GO:0030317)	7/35	0.578010815287656	1	0	0	0.990834778300718	0.543138666251653	INTS13;ING2;DNAH11;SLC22A16;ATP2B4;SORD;ADCY3
neural crest cell development (GO:0014032)	7/35	0.578010815287656	1	0	0	0.990834778300718	0.543138666251653	SEMA4A;SEMA4D;SEMA3G;SNAI2;SEMA3E;NRTN;CORO1C
protein kinase B signaling (GO:0043491)	7/35	0.578010815287656	1	0	0	0.990834778300718	0.543138666251653	CREB1;RPS6KB2;PTEN;FOXO4;FOXO3;GAS6;FOXO1
lipid transport (GO:0006869)	18/91	0.580159868044295	1	0	0	0.979946484033677	0.533533410433155	ABCA1;PRELID2;ABCA2;PRELID1;OSBPL5;ABCA5;ABCA3;PITPNA;SLC10A3;ABCA7;CLN8;PITPNC1;RXRA;PITPNM1;NPC2;ALB;APOE;PRELID3A
central nervous system development (GO:0007417)	43/217	0.581366633624935	1	0	0	0.981702660528362	0.532449686826326	ROBO2;PRKN;NCKAP1;ABCB6;GSTP1;AMIGO2;ROGDI;KLHL17;CHD7;PTEN;CELSR1;PKD2;ADGRG1;RELN;ADGRA2;PDGFC;HESX1;MBP;FYN;NPTX1;JARID2;HES5;LYN;CTNS;SOX12;EML1;HSPG2;TGFBR2;ALDH3A2;AHI1;VCAN;BTD;PITPNM1;B3GNT5;DDIT4;NDUFS4;NF1;RAB18;PLXNB2;SERPINI1;FGFR4;RAB3GAP1;FGFR1
regulation of actin cytoskeleton reorganization (GO:2000249)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	BAIAP2L2;FES;ARHGDIB;DAPK3;SEMA3E;F11R
regulation of leukocyte chemotaxis (GO:0002688)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	LYN;CXCL8;CAMK1D;MST1;MTUS1;IL6R
negative regulation of secretion by cell (GO:1903531)	6/30	0.58251304548711	1	0	0	0.990834778300718	0.535450778406773	RSAD2;DPH3;LIF;SLC30A1;STXBP6;SNCA
