logFC	logCPM	F	PValue	FDR	rank
PLA2G4A	-0.521063804454799	2.40255402016191	6.62725074024063	0.0214313752520314	0.0468124274683499	-1.66894995937325
UBE2D3P1	0.224036049000087	5.03184649170038	6.62522492938701	0.0214480167369681	0.0468416898055781	1.66861286012318
LETMD1	-0.169808230980388	5.87242375296411	6.62477968323197	0.0214516763170996	0.0468425955700574	-1.66853876469974
LINGO2	-0.442609901557544	3.13797191887236	6.62151470441732	0.0214785340131497	0.046894149578619	-1.66799536411432
SENP3	-0.316156256497283	4.08846227216589	6.61944932475742	0.0214955439067406	0.0469241905092557	-1.66765156135379
FLNB-AS1	-1.11613620266283	0.456069909294419	6.61791594027554	0.0215081825188779	0.0469446814095134	-1.6673962867474
CAPN15	-0.282794587533388	4.77061799455932	6.61688079188466	0.0215167193826546	0.0469562148160244	-1.66722394409393
PPP2R3B	-0.311899664322864	3.71499657731278	6.61570894777759	0.0215263883077196	0.0469702148745829	-1.66702882988877
HEXB	-0.171312360733116	6.18076657381826	6.61417332594924	0.0215390663875466	0.0469907756340671	-1.66677312515707
ZSWIM5	0.617552118287294	1.53905848103029	6.61375367918321	0.0215425324905821	0.0469912358770087	1.66670324337624
NUDT6	-0.434667877393629	3.1292401260972	6.61193500317658	0.0215575614398068	0.0470169144802918	-1.66640036747105
FAM86C1	-0.464825713068988	2.54141588950717	6.60897792833043	0.0215820236588386	0.0470631561237152	-1.66590783571141
WDSUB1	-0.322228612365457	3.73011328863369	6.60812121049735	0.0215891168046553	0.0470715133955602	-1.66576512397935
TTC21B-AS1	0.804331910810836	0.976875839893661	6.60740182957528	0.0215950749612942	0.0470773938600488	1.66564528408141
ADAMTS19	2.5302600016008	-1.12203913901631	6.60327789937345	0.0216292674939326	0.0471448143654554	1.66495818831541
RABL2B	-0.566277795636285	1.92647812562572	6.60127730574498	0.0216458774813105	0.0471720656540833	-1.66462480404963
LSM6	-0.256070526322333	4.62360526564801	6.60098503834536	0.021648305275582	0.0471720656540833	-1.66457609645941
MIR378D2HG	-0.822560483248738	1.02092882694667	6.59616865706844	0.021688359206957	0.0472522115169983	-1.66377330249565
ID1	-0.25682956824687	5.26778448549443	6.59575087670206	0.0216918375875563	0.0472526584297514	-1.66370365590043
RASD1	0.280373246759045	4.84351687620704	6.59352189251634	0.0217104067115171	0.0472859733384824	1.66333204062144
RNLS	1.0676723511148	0.344828123233009	6.58686655391144	0.021765960282577	0.0473998193753631	1.66222216764169
DUSP11	-0.275446896220832	4.29816392530535	6.58585234807827	0.0217744405192773	0.0474111347415213	-1.66205299510387
SHLD3	-0.488573233008089	3.02589184747476	6.58540969747171	0.0217781429211699	0.0474120451229088	-1.66197915642021
ENTPD1-AS1	-0.410610573404437	3.03575005554937	6.58453902490709	0.0217854274947936	0.0474144936711628	-1.66183391349695
UBE2D3	0.14691216879766	8.1050883900356	6.58449014277583	0.0217858365558896	0.0474144936711628	1.66182575890329
JOSD1	0.148007772708603	6.60816784925845	6.57826640827956	0.0218379914261378	0.0475208387440044	1.66078730885464
PRKAG1	-0.17219681206076	5.86818493010984	6.57552388999728	0.0218610195789544	0.0475637797500808	-1.66032958679676
UQCR11	-0.204833912819209	5.42127275774568	6.57494602970198	0.021865875293147	0.0475671753664663	-1.66023313312016
EGLN3	0.937096494290968	0.483782160509912	6.57386175341243	0.0218749897498471	0.0475798330614423	1.66005214180672
NQO2	-0.236308794209039	5.24352393937844	6.57181932078883	0.0218921704412261	0.0476100289981228	-1.65971117932198
CAND1	-0.14623915303959	7.85726424087824	6.56285778361219	0.0219677386312578	0.0477625534140269	-1.65821464724487
CASP9	-0.414838285727948	2.86180130485214	6.56271776051779	0.0219689217698212	0.0477625534140269	-1.65819125764062
KMT2E	0.186643036356533	6.92178389876304	6.5583329010237	0.0220060094076363	0.0478359812992979	1.65745870571444
UPF3A	-0.238620888595389	5.32005957751944	6.5489908147609	0.0220852677863139	0.0480010427225576	-1.65589733050505
WBP11P1	-0.578006750188196	2.25558694069115	6.54712112811757	0.0221011698880663	0.0480283740033305	-1.6555847370622
SPAG5	0.156323079477438	7.2324008981302	6.54467012348146	0.0221220363096373	0.0480664834686822	1.65517489918761
ZBED5	0.230234004166309	5.41551920075963	6.54395178940993	0.022128156106913	0.0480725450051763	1.65505477341825
GPR22	-0.460934641418335	2.92263113255919	6.54223147619821	0.0221428201643604	0.0480971639922822	-1.65476706711489
WWTR1	1.17094007658922	-0.064301531315926	6.5397767282007	0.0221637640724892	0.0481354141944417	1.65435648143947
ZNF524	0.374007309871937	3.47499997934309	6.53814589240999	0.0221776910408742	0.0481584157439923	1.65408367100947
TMEM170A	-0.296565855186171	4.75797293866404	6.53769077003603	0.0221815794908055	0.048159615209696	-1.65400753214008
RPS15AP1	0.160527281666562	7.42902661012726	6.53378931358011	0.0222149449445458	0.0482248037924005	1.65335475873684
LAPTM4BP2	-0.799689436375513	0.737482600412487	6.53294715000606	0.0222221547923479	0.0482332020120786	-1.65321383157635
MESTP1	-0.423786452390997	2.89129758343944	6.53188546927661	0.0222312478091345	0.0482456845118258	-1.6530361602694
TUFMP1	-1.07897904853346	0.964502158151352	6.53058720425739	0.0222423729629471	0.048262572687976	-1.65281888122047
PUDP	-0.365269016838296	3.03126974918779	6.52966570671779	0.022250273414053	0.0482724597242664	-1.6526646479871
MIR600HG	-0.255508391984417	4.68657613739226	6.52190247953834	0.0223169605019398	0.0484098635320815	-1.65136495521491
NOC2L	-0.264108675413254	4.85922411509276	6.52132256857522	0.0223219512903581	0.0484134147878018	-1.65126784389241
TACO1	-0.2891480648275	3.96086113866471	6.51867033770659	0.0223447932056134	0.0484556759375448	-1.65082366025073
AKAP5	-0.813728862854864	1.10025003664173	6.5180072931125	0.0223505077987937	0.0484607886127044	-1.6507126053415
PIGG	-0.182937512739719	5.66234565357463	6.51711703289405	0.0223581833602617	0.0484701509218708	-1.65056348650409
NAPG	-0.183225215767052	5.86044538329267	6.51502513435644	0.0223762311068111	0.0485017654997567	-1.65021306112104
CREB1	0.182659030001633	6.66889564172564	6.51464806966053	0.0223794860067803	0.0485017654997567	1.65014989220367
BLOC1S5	-0.269321397706945	4.83425013421902	6.51272377383334	0.0223961054632486	0.0485304981188016	-1.64982749607976
PCNA	-0.15950752651457	8.58139730773719	6.51167289736098	0.0224051875406236	0.0485428916908963	-1.64965141651251
BAG5	-0.174537030644114	6.50201708596922	6.50804005731109	0.0224366168027426	0.0486009598123326	-1.64904262935313
MGAT1	-0.173489880643314	5.8559604192251	6.5077968818514	0.0224387224403711	0.0486009598123326	-1.64900187348057
PAPLN	-0.663979868715145	1.66991224807806	6.50525077820849	0.0224607827002978	0.0486414430035251	-1.64857511376924
KNL1	0.1495296407881	8.41514312379831	6.50238243418933	0.0224856650394593	0.0486880246752114	1.64809426314624
CCAR1	-0.139546615913095	7.87616407115564	6.50141428466777	0.0224940707555844	0.0486989210299364	-1.64793194311
STK19	0.324702528967368	3.58437272840723	6.50037766424232	0.0225030749867401	0.0487082523578412	1.64775813262081
HNRNPA1P7	0.201166621695704	7.06468353575998	6.49981520526182	0.0225079623311734	0.0487082523578412	1.64766382034305
CEMIP2	0.145446912121674	7.00929806883616	6.49975297388759	0.0225085031503989	0.0487082523578412	1.647653385281
GPHN	-0.413232570186936	3.77051359381935	6.49791026155086	0.0225245239878125	0.0487356157506086	-1.64734437822463
SNHG11	-0.426009624492385	2.70906687747572	6.49455866184471	0.0225536971932231	0.0487914240493584	-1.64678225471726
RPL18A	-0.209769523449934	6.02674107708263	6.48965840187614	0.0225964291235276	0.0488765434263176	-1.64596018627194
RPS4XP16	0.443119949747245	4.11674930402534	6.48350594842465	0.0226502134141079	0.0489855402016571	1.64492770163646
PPM1D	0.27800309399851	4.39348053845461	6.47959456468888	0.0226844835147211	0.0490523073724557	1.64427110439709
LMNB1	-0.143253655009941	7.38448979892079	6.47693187311665	0.0227078473849232	0.0490954747414633	-1.64382403324654
PINK1	0.441645128649623	3.37341372928788	6.4763369146077	0.022713071674827	0.0490994163967958	1.64372412860638
LRRC39	-0.7416538987894	1.50826787620074	6.47309609152453	0.022741553570852	0.0491536258944183	-1.64317987015832
CENPQ	-0.226814066845247	4.85372937068501	6.47142101880245	0.0227562911189422	0.0491711677669803	-1.64289851898313
SPEN	-0.157023831511927	7.54366333636889	6.47106519308846	0.0227594231524294	0.0491711677669803	-1.64283874952176
ZBTB11-AS1	0.630585283694892	1.9034100093234	6.47101238844539	0.022759887989676	0.0491711677669803	1.64282987960497
BBS2	-0.308381850316921	4.07875319803956	6.46976096149398	0.0227709074713598	0.0491861669382485	-1.64261966143796
KLB	-0.630335587490921	1.55195375135705	6.46924621311174	0.0227754418985573	0.0491861669382485	-1.6425331879118
CCDC58P1	-0.709854588432319	1.03615082134879	6.46906343684792	0.0227770522293011	0.0491861669382485	-1.64250248233706
YTHDC1	0.14340510973583	6.92820673844469	6.46839445017388	0.0227829473894632	0.0491915388145813	1.64239009271616
TMEM160	-0.33260790720184	3.51805303828418	6.46628317606586	0.022801563683644	0.0492243716669784	-1.6420353689692
GSEC	0.812121297384635	0.909455377791666	6.46493820335495	0.0228134322515244	0.049242629782148	1.64180937076185
RABIF	-0.396301887881682	3.47376033538708	6.46384361076722	0.0228230966472478	0.0492561254596606	-1.64162543066396
ATPAF1	0.182261841296047	5.93492126690674	6.46302621145601	0.0228303167355396	0.049264342659828	1.64148806329983
PP2D1	0.844999300545018	0.89341748705162	6.4612145155267	0.0228463288762219	0.04929152647693	1.64118357576431
MPLKIP	-0.246654085182796	4.85454140801394	6.45659513405958	0.0228872148072601	0.0493723599757332	-1.64040705430816
PSMD7P1	-0.639761746564557	2.04508393914284	6.45199395492147	0.0229280238889081	0.0494530035649601	-1.63963337445129
CARD14	-1.47797011519574	-0.18287479248566	6.45063413992978	0.0229401005775175	0.0494716599846194	-1.63940468232991
VIPAS39	-0.250315547697764	4.55423189283726	6.45001562219778	0.022945596148922	0.0494761203892215	-1.63930065442938
DLGAP4	-0.782056709228937	1.29655542437031	6.44835058233755	0.022960397717731	0.0495006423914523	-1.63902059340299
PAIP2B	0.341147103466318	3.73081093474377	6.43979388095322	0.0230366381797035	0.0496575942604449	1.63758089879621
CDV3	0.143901306658279	8.50890374518126	6.43890632255385	0.0230445631213909	0.0496672608570317	1.63743152081209
HAUS6P3	0.351098521943628	3.25256267512405	6.43555302080377	0.0230745330121992	0.0497230773268121	1.6368670795665
COX15	-0.172871839680742	5.98003658556783	6.43500515463908	0.023079433815205	0.0497230773268121	-1.6367748495002
PKIA	0.387975625862276	3.30082860364395	6.43485312984446	0.0230807939295489	0.0497230773268121	1.63674925646553
PDHA1	0.161795741999584	6.5538222360969	6.43194924868512	0.0231067918015385	0.0497716571839764	1.63626034874888
NMNAT3	0.210823588665886	5.34006444729946	6.42884683231888	0.0231346046015722	0.0498241312887208	1.63573791871964
HMGCL	0.253588081738108	4.84259869536725	6.42648238699011	0.0231558276153246	0.0498623996800159	1.63533969221941
MED22	-0.263596669140725	4.51049371060371	6.42484325640135	0.0231705535150389	0.0498866682390906	-1.63506359134357
ARPP19	-0.181694119334957	7.22007457256059	6.42281652616085	0.0231887765982332	0.0499184579439449	-1.63472216342117
TLR6	0.826734309903703	0.922238053101104	6.4154821045242	0.023254861980977	0.0500532559351996	1.63348623370903
AGFG2	-0.307119451633532	4.73545301651374	6.41397245405917	0.0232684914504071	0.0500714661538993	-1.63323177210652
SNORA80B	-0.427155846351229	5.7837649894745	6.41377669121656	0.0232702595197084	0.0500714661538993	-1.63319877325178
DSTNP2	-1.10996964460365	0.514883128164396	6.41294890334955	0.0232777375635286	0.0500800923199848	-1.6330592324166
DDX50	-0.21066943694627	5.57476293038483	6.41181556073752	0.0232879804329642	0.0500922478045128	-1.63286817247217
AK6P1	-0.712962222111016	1.07405611958808	6.41155595018985	0.0232903274635557	0.0500922478045128	-1.63282440521304
NOP9	-0.186281219594138	5.42870878550378	6.40929208153605	0.0233108057712433	0.0501288234937685	-1.63244271421188
FANK1	-0.685317217520999	1.20538859363331	6.40345233703362	0.0233637267911345	0.0502351444678013	-1.63145788092046
NPC2	-0.14420767513115	6.7238284629252	6.39515237623206	0.0234391824716058	0.0503898791005364	-1.63005754002008
SLC1A4	0.338600145445157	3.54854173238644	6.39148935197513	0.023472573108484	0.050454149105729	1.62943929959769
WDR20	0.234657339135895	4.64625983243156	6.39047109737564	0.02348186488816	0.0504666073433792	1.62926741515545
REXO1	-0.315310950497182	4.41973682979848	6.38553462500327	0.0235269716448154	0.0505532683125114	-1.62843397093649
TMEM9	0.329480073803838	3.69050640638116	6.38529195789236	0.0235291915898978	0.0505532683125114	1.62839299394925
APOBEC3C	0.260460135162239	4.58486245332592	6.38161584069535	0.0235628508088639	0.0506167409265453	1.627772166531
RABL2A	-0.809314103152788	0.888230963890951	6.38129987515058	0.0235657464510468	0.0506167409265453	-1.62771879929767
TMEM102	-0.50841442808234	2.61807008935503	6.37767889270714	0.0235989601188873	0.0506804115873603	-1.6271071336646
FUT4	-0.671303189639946	1.65280490462564	6.37730299892961	0.0236024111320188	0.0506804115873603	-1.62704362890095
MRPS14	-0.264761999527976	4.40009507710456	6.37655389309113	0.0236092902816215	0.0506876434422202	-1.62691706804233
NUP160	-0.141796236340195	7.98290209681588	6.3746356670409	0.0236269162269333	0.0507179424017857	-1.62659295856326
RNPS1	-0.18419246453078	5.65016800333335	6.37154442655131	0.0236553527035166	0.0507714349729358	-1.62607057219588
ZBTB41	0.268479434505358	4.55916983719757	6.36920540365927	0.0236768958462518	0.0508069072853791	1.62567523629085
FLT4	-0.252482426168223	4.65010453933253	6.36898588718713	0.0236789188290406	0.0508069072853791	-1.62563813122704
VPS25	-0.184217245115323	5.4662527952462	6.36430625558642	0.0237220922608554	0.0508919785819153	-1.62484700935197
LMAN2L	-0.311649540814487	3.8821243864341	6.36276294058128	0.0237363505982623	0.0509150010752623	-1.62458605188812
CRYBB2P1	-0.31689264152915	3.68318936637793	6.36160263845221	0.0237470769054216	0.050930441569851	-1.62438984128014
HSPD1P11	-0.356189052994533	3.50798449185983	6.36039915443229	0.0237582083373619	0.05094674622076	-1.62418631362923
PTK2	-0.161971390336999	6.66727201138464	6.35741582920701	0.0237858282017427	0.0509983983247226	-1.62368172222664
RPL31P63	-0.342430159278663	4.6700511227961	6.35375034978418	0.0238198144543403	0.0510636830209173	-1.62306162579908
KCNIP2-AS1	0.924478398581877	0.519929083206481	6.35095237377515	0.0238457951016742	0.0511117888771743	1.62258819210146
CISD2	0.221842883500715	5.88718754586033	6.35035174683489	0.0238513765116424	0.0511161626071955	1.62248655187922
FKBP4P7	-0.684831489518931	2.05238677502725	6.34418549823078	0.0239087648666869	0.0512315466254256	-1.6214428590761
VSIG4	-1.42169916168996	-0.215287363622267	6.34276592325274	0.0239219992855009	0.0512522976677784	-1.62120252692541
CLPTM1	-0.276398855204962	5.15056109068145	6.34232625712233	0.0239260999279871	0.0512534765633508	-1.62112808775489
SH3BP5L	0.247772757365338	5.12659842688105	6.34076740110603	0.0239406455048035	0.0512770264847691	1.62086414401337
RCC1L	-0.218122337425667	5.03854366986665	6.33870644831405	0.023959891842633	0.0513106362023809	-1.62051514672737
MARK2	-0.466954524334954	3.53367410127623	6.33721468542598	0.0239738339498678	0.0513328785079043	-1.62026250705421
DDX3Y	-0.146356404921215	8.06809106961015	6.33583531790717	0.0239867339685613	0.0513496294484072	-1.62002888150249
ADPRHL2	-0.270929590544685	4.14826712697977	6.33561756063456	0.0239887711970115	0.0513496294484072	-1.61999199780229
CAMKMT	0.267630190862158	4.17491906680413	6.33413573127839	0.0240026397790145	0.0513716987175468	1.6197409925211
TFPT	-0.377713932026112	3.16997256664081	6.33217751475942	0.0240209811672614	0.0514033329573947	-1.61940925726514
DDRGK1	-0.204549458804534	5.24288374875228	6.32648123596382	0.0240744270483583	0.0515100680109827	-1.61844403993333
GOLGA4	0.147508281978047	8.35356388469401	6.32588139710695	0.0240800631089507	0.051514491855485	1.61834237921516
FTH1P11	-0.360799362859025	6.11275630253949	6.32519188638185	0.0240865436116594	0.0515207206368226	-1.61822551623581
HUWE1	-0.168957165622561	8.65967322370994	6.32368241442674	0.02410073773831	0.0515434444429991	-1.61796966320217
ITM2A	-0.419939295690167	2.65977265102	6.32277580894223	0.0241092675462068	0.0515540492218992	-1.61781598354509
GAPDHP44	-1.02265131868903	1.15156265081816	6.3205355117003	0.0241303604155216	0.0515915111016692	-1.61743619134015
THAP7	-0.259566627329548	4.66677147453034	6.31944496536154	0.0241406358766166	0.0516058373337535	-1.61725129455066
RPTOR	-0.268256868469408	5.04464875203557	6.31618296712418	0.0241714017019057	0.0516639554291843	-1.61669816408338
KIF18A	0.158805281520737	6.57547696149042	6.31549585011736	0.0241778880990154	0.0516701691483918	1.61658163676723
ARFIP2	-0.253266695748606	5.18544019445137	6.31097836026133	0.0242205835473345	0.0517537513453701	-1.61581539759535
F8A3	-0.504398666262763	2.719463659693	6.31047456488491	0.0242253504032449	0.0517562762204002	-1.61572993245696
ZFP28	-0.849108941109654	0.954266237770618	6.30590557496138	0.0242686313569736	0.0518410716586668	-1.61495471525745
OSTCP4	-0.942946612378022	0.549555145084845	6.30430396994854	0.024283824187258	0.0518658508606681	-1.61468292004139
DAZAP2P1	-0.451130169431961	2.80104364707895	6.29551090434888	0.0243674318798369	0.0520367228723855	-1.6131902393498
RPL30P4	-0.409930855380035	4.71950022656242	6.29445496457624	0.024377494561843	0.0520505119797021	-1.6130109317726
ALKBH4	-0.422737570941483	2.96382648462297	6.29382779031674	0.0243834735604114	0.0520555788698756	-1.61290442666417
YKT6	-0.20011456942038	5.49424543488886	6.28923192311152	0.0244273389322512	0.0521415148345377	-1.61212384166292
FAAP24	-0.463640999270437	3.00426334533958	6.2873156801933	0.0244456555741565	0.0521728982656007	-1.61179831150217
ACP2	-0.476210670337458	2.78733267234313	6.28548406260412	0.024463178195752	0.0522025780390061	-1.61148712116675
BMS1P7	-0.993481257758566	0.809361287934346	6.28143581332356	0.0245019584418965	0.0522776045029882	-1.61079920108379
ANKRD18EP	0.333090884192615	3.50204140042477	6.28080271217984	0.0245080296817517	0.0522791293714595	1.61069160236435
NCDN	-0.411032357365606	3.36272993317252	6.28030211424322	0.0245128314921924	0.0522791293714595	-1.61060652022853
GPSM2	0.168314621325578	6.15313903150245	6.28022852574326	0.0245135374560411	0.0522791293714595	1.61059401282852
ADD3	0.178455867125535	5.99877081409143	6.27868419449235	0.0245283582800481	0.0523030103590509	1.61033151880446
WWP1P1	-0.33025552996087	3.97329005736821	6.27113800224616	0.0246009280230618	0.0524460059747188	-1.60904850965707
CCR10	0.665551607078898	1.50122032838168	6.27095568130982	0.0246026844320308	0.0524460059747188	1.60901750385545
ZNF436-AS1	0.424449754395346	2.49055002265997	6.26879936890005	0.0246234685362559	0.0524825619060077	1.60865077106126
HBEGF	-0.934941030993609	0.606017585510108	6.26580930317951	0.0246523226470628	0.0525316773893401	-1.60814215690266
MVB12A	-0.640648261190416	1.76270486169256	6.26531496658882	0.0246570967657677	0.0525316773893401	-1.60805806045859
RSBN1L	-0.151731662818615	6.45126915145003	6.26514646870343	0.0246587243004925	0.0525316773893401	-1.60802939503905
GABPB1-AS1	-0.182295767890961	6.63913904753865	6.26490384912981	0.0246610680013548	0.0525316773893401	-1.60798811926294
ADGRA2	0.795389435125734	0.892534374628312	6.25601835025458	0.024747079927791	0.0527071180049559	1.60647603899563
BAALC-AS1	-1.19903299885727	-0.214055743883295	6.25531390386933	0.0247539138571415	0.0527138959200021	-1.60635612472327
CEP19	-0.401098264642436	3.12859156601573	6.25346146665986	0.0247718950429346	0.0527444066135404	-1.6060407687388
POLR2A	0.24292373682407	6.34666363681265	6.25235276807388	0.0247826641702264	0.0527595546322649	1.60585200820069
RNVU1-6	0.446599802454209	2.62764148494933	6.24763322551694	0.0248285672905062	0.0528494835455246	1.6050483402835
AP2S1	-0.205828646958171	6.2355504461932	6.24274180911539	0.0248762461331903	0.052934687545752	-1.60421515479478
LARP4P	-0.628635231451937	1.60899582807205	6.24254934268569	0.0248781243596111	0.052934687545752	-1.60418236557998
RPS3AP47	-0.242834376017566	4.95693740123838	6.24239850119475	0.0248795964947304	0.052934687545752	-1.6041566674512
CAMK4	0.587102314837491	1.734854973256	6.24105678050359	0.0248926954414967	0.0529547526368179	1.60392807438428
SART3	0.141705243856492	7.06058091011451	6.23861378874258	0.0249165664114505	0.0529977239893472	1.60351180516298
RBKS	-0.722986591122596	1.45530550289541	6.23737775715391	0.0249286540372907	0.053015623111716	-1.60330116954908
FAR2P2	-0.871019542387733	0.568405316794178	6.23594377681901	0.0249426859990925	0.0530376513599792	-1.60305678053779
ARID3B	0.587907182633193	1.66279800182782	6.23409694790417	0.0249607713107497	0.0530647508592398	1.60274199868405
ABCA17P	-0.29303682186588	3.99043881556711	6.2338917018578	0.0249627821477624	0.0530647508592398	-1.60270701337717
AP1S3	-0.841551947446519	0.605443491701458	6.23172328681137	0.0249840380256926	0.0531021161570817	-1.60233736778138
RMND5B	0.203206407325339	5.32601696221079	6.22763445888512	0.0250241758565171	0.0531795970358723	1.6016402166203
FOXK1	-0.296625985961822	4.92790618218932	6.22451296116647	0.025054868251925	0.0532369852936104	-1.6011078766019
PRDM2	-0.228384171349743	5.06333220390825	6.22316629144981	0.0250681229726243	0.05325731026237	-1.60087818351885
PHF19	-0.257373872884979	4.91593209303772	6.22146048844001	0.0250849241686098	0.0532851626395013	-1.60058720750066
IPO9	-0.157814839213291	6.60008964317382	6.21931016466712	0.0251061222485464	0.053322345267032	-1.60022036080795
PDCD5	0.154760625565836	6.55879207557955	6.21797190853425	0.0251193253796321	0.0533425391556882	1.5999920284634
MYO1E	0.516497770154318	3.02877341343522	6.21496208920375	0.0251490494480378	0.0533978052407521	1.59947842521137
SKIV2L	-0.226800570369067	5.95205179371702	6.2141204661758	0.0251573683580581	0.0534076131789599	-1.59933479118185
BCL2	-0.733647240526659	1.1235673187452	6.20764950932263	0.0252214363450313	0.0535357528417691	-1.59823018425943
WIPF2	-0.342966272065484	3.41899092146988	6.20631358311723	0.0252346867014283	0.0535560037080004	-1.59800208283382
B4GALT1	0.320106901063717	3.97305670050889	6.20439854313848	0.0252536950667328	0.0535884671444002	1.59767506785482
LYPLA2	-0.437984247018541	2.78336542326282	6.20049690789673	0.0252924734362447	0.0536628669202863	-1.59700869745726
ZFAS1	-0.150726057799971	6.65678025161273	6.19958921435339	0.0253015049036103	0.0536741403069093	-1.59685364673341
SMARCA4	-0.185786935111516	7.71054566828471	6.19691380224426	0.0253281467709619	0.05372276326559	-1.59639658583476
UBL5P2	-0.414419338830112	3.50266215820255	6.19575100797393	0.0253397360660151	0.0537394490743343	-1.59619791295969
NPTN	-0.297951344475005	3.90312644234818	6.19365610043145	0.0253606310352716	0.0537758621658609	-1.5958399443342
TTI2	-0.252211888516364	4.59923288950986	6.19251941906712	0.025371976852347	0.0537920190689502	-1.59564569349492
TBC1D10A	-0.938919149537795	0.658352276484515	6.18751601181213	0.0254219885307807	0.053890136039699	-1.5947904815488
STOML2	-0.150255494902627	6.79157958227522	6.18712004780155	0.0254259512775837	0.0538906229104681	-1.5947227895605
TM9SF3	0.167753292408832	8.7119897225932	6.18619585379868	0.0254352032561316	0.0539023185856601	1.59456478751312
ZDHHC8	-0.641081387247385	2.4413029852076	6.18414446247566	0.0254557534049264	0.0539379504114953	-1.59421404477631
EEF2KMT	-0.396101109177748	2.70336669577429	6.18179664956589	0.0254792966377855	0.0539799128651411	-1.59381256497659
MIR5690	-0.69378845345876	1.36579288609951	6.18080200827428	0.0254892782455721	0.0539931358405104	-1.59364246183961
ACD	-0.508679198480982	2.38822834514256	6.17905858909665	0.0255067850696261	0.0540122280232437	-1.59334427735685
NCLN	-0.293576180310837	5.2149355185823	6.1788781241476	0.0255085980336982	0.0540122280232437	-1.5933134097932
COG4	-0.172679619735951	6.62428493112317	6.17878677013684	0.0255095158397392	0.0540122280232437	-1.59329778404505
STARD4	0.180757906964739	6.55353583827656	6.17624203477533	0.0255350974218352	0.0540584640536167	1.59286248087934
ZNF567	-0.253400163673386	4.40136886082706	6.17467978014125	0.0255508171115093	0.0540838117040686	-1.59259520663122
ACAP2	-0.158826418680747	7.28928951248452	6.17321662139166	0.0255655498586008	0.0541070631518488	-1.59234486212039
CLSPN	0.144403424280131	6.50655372444038	6.17210857855361	0.025576713450072	0.0541227551107064	1.59215526213253
RASGEF1B	0.37038471882725	3.04334487911112	6.17122320529917	0.0255856376969137	0.0541337044984092	1.59200375419316
SUMO1	-0.176071631480922	5.94471137557562	6.16959931721087	0.0256020152975277	0.0541604180590723	-1.59172584726053
TMEM260	0.192918770850871	5.42321718592587	6.16060169719389	0.0256929807296352	0.0543388567003334	1.59018550883839
UTS2	-1.4283912947913	0.0359115255436395	6.16051167344718	0.0256938927567523	0.0543388567003334	-1.59017009290364
MFSD11	0.246129983698204	4.81171333954257	6.15970557752457	0.0257020609571155	0.0543431738561954	1.59003205073813
DPH7	0.202436111321615	5.17520144414953	6.15956724918528	0.025703462946114	0.0543431738561954	1.59000836160748
PCGF3	0.159173477614495	6.0642225728658	6.15561714963341	0.0257435355528344	0.0544199266716528	1.58933180841676
RPS12P23	-0.392874362068448	5.92951696884889	6.15459910562675	0.025753875052639	0.0544338126295602	-1.58915741565727
RPL35P5	-0.153144239983134	6.79773195616781	6.15387701618612	0.0257612116863644	0.0544413485440429	-1.58903371365982
SPAST	0.174125126216522	6.49002793110539	6.15040815892595	0.025796490071885	0.0545079231085673	1.58843938109531
MAPK1IP1L	-0.204483706571001	6.16320375188819	6.14678940319927	0.0258333526621631	0.054577825117955	-1.5878192272688
HCFC1R1	-0.624541642944302	1.32641132342272	6.14596623912278	0.0258417463810716	0.0545875696162057	-1.58767814013383
TNPO1P2	-0.518093017865449	2.08076306669078	6.14295515584252	0.0258724770460758	0.0546444884619093	-1.58716198968534
DOCK6	-0.838819019552183	0.860550879505429	6.14197078333816	0.0258825325965565	0.0546577297489599	-1.5869932303644
MRPL30	-0.180169808996184	5.62262718345988	6.14027467301075	0.0258998693192216	0.0546863410110112	-1.58670242719613
SNX15	0.743278643969062	0.805466141847927	6.13954307691368	0.0259073514566278	0.0546941394600583	1.58657698325367
ZNF286B	-0.469257201311525	2.26890204511724	6.13047141108261	0.0260003372760132	0.0548824197860106	-1.58502101833067
SEC24C	-0.244942677210815	5.00181081871281	6.12971516551956	0.0260081063626336	0.0548907929021899	-1.58489126741956
RAP1AP	0.495423558077572	2.08894899176522	6.12412695682956	0.0260655988732472	0.0550002277638565	1.58393229243814
GNE	-0.184035487410653	5.85368300567555	6.12393482670487	0.0260675781629472	0.0550002277638565	-1.58389931556452
CYP27B1	-0.897063646382976	0.517409478205962	6.11883816454736	0.0261201467627746	0.0551030890935868	-1.58302438719466
TMEM135	0.220077013420403	6.0137111339202	6.11820882301513	0.0261266465184293	0.0551087476826483	1.58291633049484
SPCS1	-0.273156839254054	4.68250189479958	6.1139263717307	0.0261709249618112	0.0551940792912647	-1.58218092777236
AKR1A1	-0.224635568099125	5.50154454277435	6.11067710749244	0.0262045788465661	0.0552569822128292	-1.58162281577754
LINC00471	0.431331048915319	2.63447741135761	6.10414178324448	0.0262724198811912	0.0553919458748176	1.58049992368721
FAM177A1	-0.284062798499458	3.98852781876132	6.10372625203594	0.0262767402579159	0.0553929647142632	-1.58042851185986
FGD4	-0.366503713208896	3.14090914279885	6.10196856961053	0.0262950244192722	0.0554234154645369	-1.5801264215362
RPS7P10	-0.153441765196226	6.54538715405987	6.09939975451323	0.0263217728839743	0.0554716953800077	-1.57968486248222
PIGF	-0.307278252305668	3.82054810440095	6.09859835200755	0.0263301241582931	0.0554811957888073	-1.57954709299669
