logFC	logCPM	F	PValue	FDR	rank
ACADM	0.0628938789096529	6.83439439140325	0.777161622376064	0.395611307567132	0.622016203985467	0.402731303667814
TRIM27	-0.0760387651180727	6.92654948609301	0.777089206812639	0.395632639581225	0.622016203985467	-0.402707886424512
LIMS1	-0.0672983815523157	6.85882107725724	0.776659342459856	0.39575930471147	0.622084656574318	-0.402568865632144
UAP1L1	0.135454922543725	3.86889915387416	0.776648962934681	0.395762363949746	0.622084656574318	0.402565508528088
MT1G	-0.91040232186986	-1.8171537599974	0.877166450813292	0.395937465342179	0.622250249084808	-0.40237340145181
ZSWIM8	0.129047491537664	4.33681771911949	0.775876730836584	0.395990072640339	0.622250249084808	0.402315701578434
H2AC17	-0.254325667368569	2.72087681573529	0.775853167422025	0.395997023991558	0.622250249084808	-0.402308077884844
GFOD2	0.096940577073167	4.51639298576804	0.775340163603411	0.396148410095324	0.622353963714074	0.402142082734273
DPCD	-0.126659267739107	4.05838794730743	0.775235837831188	0.396179207326265	0.622353963714074	-0.402108321277097
PNPLA4	-0.107272699054467	4.1295795559596	0.775191282787579	0.396192361217258	0.622353963714074	-0.402093902127039
RNF7	-0.092180693294437	4.62454285483711	0.774906545636986	0.396276439536103	0.622418309339917	-0.402001747710299
SYMPK	0.131577847801056	5.61686025210616	0.774707012585464	0.396335374917385	0.622443154080436	0.401937162978
EIF4BP3	0.0694504433330656	5.99037064895973	0.774317046226974	0.396450597120211	0.622513453770901	0.401810923692752
PSMA1	-0.0750906059300349	5.94743220839738	0.774263614615644	0.396466388441399	0.622513453770901	-0.401793625327904
ZNF816	-0.120710628506318	3.60937295047577	0.77411774353413	0.396509504531964	0.622513453770901	-0.401746397964757
DHRS1	-0.197465004700214	2.5698950665255	0.773683947627419	0.39663776741717	0.62264710857267	-0.401605935113194
ARHGEF7	-0.0737166392751759	5.70764184956456	0.773482002000065	0.396697499750376	0.622673165858044	-0.401540536727858
EIF2S2P3	0.141837054477566	3.98596306846507	0.773233258874254	0.396771093205328	0.62272097211482	0.401459975929951
BDP1	-0.071337466184674	8.33039287121119	0.773025076536605	0.396832702558273	0.622749961314408	-0.401392545299668
NLRX1	-0.245512392551063	2.81410080893936	0.772363610489848	0.397028554836537	0.622989588871767	-0.40117825706063
SNORA77	-0.30752303602668	0.867463067468365	0.772138977052476	0.397095100222867	0.623026287014162	-0.401105471685298
NACC1	0.127818636086121	4.65900096943963	0.771586081704345	0.397258963556842	0.623215648544509	0.400926294801875
CEP95	-0.0786021412394837	6.03264579295596	0.771326383571548	0.397335967298806	0.623223955943453	-0.400842120340079
SENP3-EIF4A1	-0.347792677099125	0.058712722475766	0.771277036286858	0.397350602002185	0.623223955943453	-0.400826124672937
SGO1	-0.107184503506652	4.01926476529553	0.770867405159441	0.397472116747067	0.62334681991968	-0.400693332334876
AP3M1	-0.0592556199447302	6.53739775541206	0.770041073569552	0.397717418780863	0.623663769011573	-0.400425387855486
MAP2K1P1	-0.262396599475436	1.25647198638573	0.769578239075915	0.397854916903547	0.623762641436653	-0.400275270326583
APOC1P1	0.441556928176573	-0.40525965760227	0.769537953058576	0.397866888497416	0.623762641436653	0.400262202450041
SPRYD7	-0.143599329607741	3.05069121245713	0.768229244901359	0.39825609499293	0.624305026313165	-0.399837568944178
DNAJC9	0.068879748227786	6.79825579545947	0.767671467457505	0.398422156231058	0.624497529571287	0.399656518487961
NAP1L1P3	-0.121962680628312	3.36394753831513	0.767517118234025	0.398468127999712	0.624501780024301	-0.39960641049727
MRPL9	-0.104171775413599	4.41002512199041	0.767266959758493	0.39854265333557	0.624550775461603	-0.399525192167537
RPL34P26	0.340897538478491	0.640313066415782	0.766865483905932	0.398662303260166	0.624620628950096	0.399394828446207
EXD2	-0.0954027642860861	4.57178078659328	0.766827033928432	0.398673765249805	0.624620628950096	-0.399382342170849
UBE2V1P2	-0.120849228259689	3.32891671034968	0.766399727213222	0.398801180411081	0.624668426042774	-0.399243564890823
SIGMAR1	0.10297734699971	6.61116857579714	0.766314931202765	0.398826472574367	0.624668426042774	0.399216022598594
CLTC	0.0712356264912506	9.59179535930381	0.765944498195832	0.398936991101567	0.624668426042774	0.399095692227491
PROS1	-0.0750230013549947	7.683122498336	0.765890302112711	0.398953164469029	0.624668426042774	-0.39907808578331
SNRPD3	-0.0634468050680639	7.28314896451296	0.765801620562702	0.398979631296459	0.624668426042774	-0.399049275344206
TAF10	0.0952235847883116	5.30124674197583	0.765623932056464	0.399032670277745	0.624668426042774	0.398991545565137
PDF	0.184605863021629	2.34350004366156	0.765569978704368	0.399048777206436	0.624668426042774	0.398974015649428
STRADB	0.095030934701997	5.11821502957854	0.76556439207277	0.399050445065563	0.624668426042774	0.398972200481601
PTP4A2P2	0.228626750210294	1.61945922623302	0.765371688560488	0.399107982304658	0.624690754911639	0.398909586081679
ERMP1	-0.0876937613730455	5.30307198102653	0.763876298683206	0.399554913011112	0.625322498290158	-0.398423524788472
ALKBH1	0.0961094055277444	4.33720306903867	0.763479046762326	0.399673771427877	0.625440711580795	0.398294351359354
FAM149B1	-0.0842718980883472	5.79801188644374	0.763162254744595	0.399768595519114	0.625521292533485	-0.398191325596718
PPP6R1	0.158730033735934	5.73958941696084	0.762802665978752	0.399876272191506	0.625621964382419	0.398074365213877
WDR33	-0.0636565190356409	6.61701966010477	0.762316509585259	0.400021920505024	0.625782016082632	-0.397916209438214
SLC25A38P1	-0.197985407952362	1.43066423528361	0.776233008304933	0.400163179881256	0.625819307515218	-0.397762874495531
VDAC1P6	-0.201095079302644	1.42980372775629	0.777972858265172	0.400163179889525	0.625819307515218	-0.397762874486557
C17orf67	-0.274021085377131	1.11577894016244	0.761803136228604	0.400175812390758	0.625819307515218	-0.397749164731987
RRS1-AS1	0.275890759300241	0.709973854506143	0.760988090490309	0.400420324688827	0.62612846550219	0.397483886546914
PTPMT1	-0.150407255363851	3.23605456510638	0.760855089750165	0.400460246742984	0.62612846550219	-0.397440589385115
SLK	0.0687981184640857	7.88753660215552	0.760491906169851	0.400569292994433	0.626231136416248	0.397322346091405
STARD7	0.0570402190447624	7.94496348319005	0.759969021838725	0.400726370760293	0.626370297452096	0.397152076836491
PPT1	0.0671988160098444	7.78002409218441	0.759906742031359	0.400745086399803	0.626370297452096	0.397131793895924
RPL7P9	-0.0794092065218642	11.3202861122251	0.759637534905867	0.400826001207918	0.626428943752031	-0.397044113950049
HNRNPA0	0.124788001684698	7.03143544579182	0.759133896473885	0.400977446687573	0.626597793936112	0.396880053949864
GPATCH3	0.149853847412736	3.34010083716396	0.75831681356272	0.401223335435692	0.626820975196845	0.396613816039868
HMGN2P5	-0.0774884620707041	6.4180743955414	0.758273860941317	0.401236267875135	0.626820975196845	-0.396599817859611
ARF4	0.0744906711778518	5.97598486719156	0.758226498961818	0.401250528664037	0.626820975196845	0.396584382385893
KLHL11	-0.0810956971091915	4.98159883595771	0.757994044004031	0.401320532777071	0.626862498503549	-0.396508619873291
ZFHX2	0.361164566995775	-0.180571286095373	0.903832596286424	0.401453866585293	0.627002923079659	0.396364354840075
PDZK1P1	0.328839645934045	0.222394641711872	0.757105945837766	0.401588160005727	0.627144815863553	0.39621909994665
METTL18	-0.138220970279102	3.52118370064211	0.756955285163139	0.401633588996548	0.627147916793312	-0.396169973886313
PKD1P6	0.134342008266964	4.59580341545701	0.756612869108268	0.401736868134639	0.627241339864986	0.396058310432378
DCBLD1	0.0951381418254727	4.7636157328822	0.756341072975896	0.401818876446698	0.627301535674763	0.395969665039047
AMACR	-0.256495702311744	0.815548856683989	0.755425885702272	0.402095205412095	0.627599866874376	-0.395671105398667
DNAJC11	-0.0684181232469396	6.39301523772305	0.755198514651611	0.40216390311538	0.627599866874376	-0.395596912807717
SDHAP1	0.104844994910364	5.10353070865834	0.755122243980696	0.402186951573418	0.627599866874376	0.395572023623881
PLK1	0.118334623262274	4.09502571661716	0.755096795148192	0.402194642489226	0.627599866874376	0.39556371880358
ELK1	0.117632810144126	4.65402597745726	0.754988589104463	0.402227346101533	0.627599866874376	0.39552840649593
STRBP	-0.0615165294261267	7.60460010505997	0.754820730159384	0.402278087093917	0.627611203424596	-0.395473623688707
RPS29	-0.110818050920465	8.00384937797968	0.754665765733112	0.402324939149436	0.627616470884078	-0.395423045730293
HDDC3	0.141146253695701	3.45331252761957	0.753429460410684	0.402699029651169	0.628132165536928	0.395019416872953
SNRPN	0.160873071407796	2.77136509720408	0.753191491391857	0.402771098384726	0.628176704438408	0.394941700636693
CRTAP	0.0792414406487321	6.15033158454199	0.752908148143805	0.402856934924486	0.628242704177366	0.394849155853833
KLHL15	0.0694674282689828	6.09359635371957	0.752413136948327	0.403006963085409	0.628304116290485	0.394687450128256
PIGHP1	0.1666287457041	2.58645345154644	0.752237893860273	0.40306009672522	0.628304116290485	0.394630195222908
RAG1	-0.310111668797344	0.487991458400527	0.75216493281949	0.403082221710615	0.628304116290485	-0.394606356357606
UBL5	-0.0693202514173556	6.6550838171251	0.752103077177611	0.403100980537564	0.628304116290485	-0.394586145430338
ROM1	0.336657324101632	1.0164553122324	0.752060372826929	0.403113932189143	0.628304116290485	0.394572191754404
BCKDHA	0.194056915984418	2.25820456570503	0.751879188978077	0.40316889002524	0.628315533261918	0.394512987008047
FBXW4P1	-0.260027808492069	1.68797485939552	0.751523487840642	0.403276817589918	0.628315533261918	-0.3943967427386
YWHAEP5	0.160530454427072	2.75437996945607	0.751484236692289	0.403288730017373	0.628315533261918	0.394383914267249
MT1X	-0.430617567371217	-0.372828031391847	0.751462411423225	0.403295354059638	0.628315533261918	-0.394376781012179
DIAPH1-AS1	-0.326449208515932	1.6344638983459	0.751200913040242	0.403374732910653	0.628371387104585	-0.394291309150401
PRSS53	-0.329714333665769	0.278766819858721	0.750845730069001	0.403482589170332	0.628471585807392	-0.39417520094288
HSDL2	-0.060043022274256	6.98027002666375	0.749859241068813	0.403782386744534	0.628809844613431	-0.393852629192502
PLCD4	0.307982333026838	0.162549219169931	0.840098934720288	0.403786870294161	0.628809844613431	0.393847806867122
ZFPL1	0.314287446470216	0.930974963302375	0.747730317198313	0.404430561941284	0.629708287850551	0.393156033147946
ZNF417	-0.0773769322537731	5.41675655083093	0.747663137028082	0.404451042182759	0.629708287850551	-0.393134041163415
RNF167	-0.156152743401616	3.10054823005859	0.746740851684126	0.404732369973988	0.630036532499744	-0.392832059905708
ATP1B1	0.390396718364235	-0.289226668023032	0.746685856342926	0.404749155056985	0.630036532499744	0.392814049194656
SGSM3	-0.104534560592382	4.2343726279793	0.746211902920541	0.404893855139494	0.630080948778208	-0.392658814239886
GTF3C2-AS1	-0.283748928614335	0.454596042161972	0.746153419922158	0.404911715868132	0.630080948778208	-0.392639657009634
TMEM116	-0.0996473390008572	4.15846561907715	0.745806145828063	0.405017798901029	0.630080948778208	-0.392525890872621
RN7SL674P	-0.190024180124375	6.7798131875721	0.74579489795217	0.405021235556162	0.630080948778208	-0.392522205814748
CAPN7	-0.0627436766519091	6.32339072591439	0.745738581176389	0.405038443165621	0.630080948778208	-0.392503754902964
HSPE1P26	-0.29976156404846	0.219589651805815	0.745734899737845	0.405039568070225	0.630080948778208	-0.392502548747864
MFSD8	-0.0912907934295265	4.87105783860373	0.745474967028022	0.405119005770304	0.63013661968539	-0.392417381828637
IGF2BP2	-0.0761542078396031	5.17953116029183	0.744503298376787	0.405416172241758	0.630465985623782	-0.392098931086355
TAF4	0.145724831703734	3.15870750310305	0.744496986688481	0.405418103667607	0.630465985623782	0.392096862087515
SNORA47	0.245277291388372	1.70408128605001	0.744289963958216	0.405481462224567	0.630496595074736	0.392028996046189
SMIM26	0.11853608861241	4.09686132092449	0.74409019923699	0.405542614193624	0.630523134054077	0.391963503631002
SMC4	0.0652046924538202	8.57744167925637	0.743822560982329	0.405624566244776	0.630523134054077	0.391875750268748
BRD2	0.0723982373576889	7.068337104662	0.743806251133548	0.405629561233043	0.630523134054077	0.391870402263065
COPZ1	-0.0710800111555109	5.81446766744731	0.742622481328968	0.405992355203941	0.631019125723955	-0.391482144068131
CYCS	0.0814331722402791	8.21920090352601	0.742113406370651	0.406148529479093	0.631193903709784	0.391315114854286
REPS1	-0.0793742791093378	5.10579111326754	0.741860039326517	0.406226292639365	0.631246798766618	-0.391231970693278
PRPF39	-0.0756673867360711	6.49998210306351	0.741398548018772	0.406367993063586	0.63136478137661	-0.391080505899521
HERPUD1	0.0921044989693439	5.06821820444137	0.741327911167504	0.406389688871672	0.63136478137661	0.391057319727445
DNAJA2	-0.0594154989787078	7.03291273094355	0.740561471266993	0.406625214415488	0.631623953129565	-0.3908056947044
PRKD3	-0.123533052073241	3.33106482655058	0.740500316515427	0.40664401637477	0.631623953129565	-0.390785613809028
SDHDP2	0.240831395644116	1.48376667435901	0.739738729481791	0.406878279701185	0.631865996179423	0.390535493380178
NFIC	0.130569526369387	3.56254688137201	0.739608203405115	0.40691845062354	0.631865996179423	0.390492617784158
MFSD11	0.100672462267178	4.17978084499413	0.739566924789701	0.406931155893606	0.631865996179423	0.390479057960237
YAE1	-0.125118223168201	3.49814069002742	0.739203369394062	0.407043082590101	0.631971815473295	-0.39035962138676
RAD54L	0.120947387102723	4.09725384298662	0.738233252708326	0.407341985982449	0.632327098880337	0.390040823548348
POLD3	-0.0746247846973196	5.32027786042088	0.738048954137445	0.407398809287355	0.632327098880337	-0.389980244655165
SMG1P5	-0.153869043994006	2.28014436379029	0.738034321684471	0.407403321327654	0.632327098880337	-0.389975434765425
NKRF	0.102393164016751	4.44867935706386	0.73780655721844	0.407473564535218	0.632368133479941	0.389900561522507
SNRPEP4	0.0743516037426523	5.87065947515104	0.737647234795034	0.407522711322691	0.632376422729696	0.3898481829307
ZNF367	-0.0709211695937789	5.98084698232529	0.736996327564899	0.40772359582431	0.632556403297042	-0.389634154283029
PCSK9	-0.116332726323387	6.54288879166045	0.736853271537432	0.407767766946868	0.632556403297042	-0.389587107126723
VCPIP1	-0.0589924228602208	7.8461912401464	0.736802694542512	0.40778338530193	0.632556403297042	-0.389570473061768
NOMO3	0.167554303448315	2.48999397025889	0.736703666480845	0.407813968238125	0.632556403297042	0.389537903067815
UFSP1	-0.348373069201523	0.642707328915321	0.73635889106552	0.40792047368155	0.632653626779852	-0.389424496732964
DNPH1	-0.0826482190007508	5.50643682605764	0.735624662996906	0.408147431552013	0.632937621858939	-0.389182932145812
TBC1D10C	-0.221099960626129	1.32538672283906	0.735099750830239	0.408309809224689	0.633121418471279	-0.389010186471856
PES1P2	0.158777841133574	2.82174852725135	0.734807639174561	0.40840021575395	0.633193589799594	0.388914037151422
RUSC1-AS1	-0.131546505820541	3.72219635962671	0.734214735406007	0.408583812101379	0.63341021386335	-0.388718843905998
FDX1	0.118287092993638	3.73093124825993	0.734059145772555	0.408632012888155	0.633416915929711	0.388667613043589
METAP1D	-0.131868235660261	3.25843553861559	0.733859677271634	0.40869382017486	0.63344470560922	-0.388601929169367
SP2-AS1	0.174829015027956	2.24611075584492	0.733648080021229	0.408759401739013	0.633447497103311	0.388532245153881
KBTBD3	-0.162666744211516	2.53662297092837	0.733499260250047	0.408805536224639	0.633447497103311	-0.388483231426351
MRPL32	0.0672257575386735	6.10718641289867	0.733429192089285	0.408827260356854	0.633447497103311	0.3884601534119
CBLB	-0.127694766012867	3.70031482039247	0.733103490641981	0.408928265593307	0.633535999367352	-0.388352869472713
AASDHPPT	-0.0654972459598663	6.72557797410691	0.732802280033796	0.409021710756057	0.633612771378306	-0.388253639153273
ZNF551	0.0825235298470695	4.93065327553336	0.732470779323591	0.409124591697775	0.633704142247756	0.388144415105245
TAS2R30	-0.252728024595453	1.67905187142946	0.731792731079925	0.409335150155799	0.633962260234858	-0.387920960306483
SCNN1D	-0.158290924805421	3.10838050290807	0.731455884743018	0.409439816490776	0.633990244925	-0.387809926105828
KIF1B	0.0973857386719196	4.99316325712187	0.731236937591247	0.409507871268289	0.633990244925	0.387737746124491
DDX47	-0.187443190488438	1.80613809709325	0.731209362222166	0.409516443710998	0.633990244925	-0.387728654905837
CD3EAP	0.229077980540441	1.64413377228536	0.731169332218369	0.40952888846811	0.633990244925	0.387715457371757
PPIG	-0.0644498895366076	7.39221690058264	0.730830681829464	0.409634193860594	0.634064570045333	-0.387603798162231
STX18	0.0961624420439221	4.73066150078306	0.730732461532572	0.409664744029705	0.634064570045333	0.387571410057576
TFAP4	0.121474736034841	4.24635363940266	0.73043678462228	0.409756732205541	0.634138956487907	0.387473902343921
NUP54	0.0599488143060467	6.96836473978774	0.730271608322955	0.409808134432672	0.63415052295745	0.387419425378061
KBTBD8	-0.0875686474657476	5.70499994382577	0.730090615458816	0.409864470369202	0.634169720712732	-0.387359727429727
ENPP3	-0.0581704054816743	7.69574917663956	0.729071657154831	0.410181859546084	0.634592790098304	-0.387023550387064
HMGA1P1	0.360333906237121	0.827232884825412	0.728786004601365	0.410270905196432	0.634623998272137	0.386929280402497
REXO1	-0.140041432967663	4.11627690812205	0.72872490999371	0.410289953995141	0.634623998272137	-0.386909116661868
ERBB3	0.317577715821554	0.561580728999213	0.728257583538993	0.410435708653771	0.634777593854173	0.386754861842015
SGMS1	-0.0601920555057247	6.46790998378682	0.728124604110229	0.410477198575001	0.634777593854173	-0.386710962315764
LHFPL2	0.0707295998556337	6.60602983917304	0.727639051690304	0.410628748294431	0.634943938558098	0.386550648758468
IPP	-0.117142837987656	3.99473232871841	0.72705854677312	0.410810050153975	0.635156247619448	-0.386358940262142
OTUD7A	0.236889217008258	1.22598505216066	0.726264826694306	0.411058147102707	0.635413004981517	0.386096739730611
RPL7L1P9	-0.165341309863441	3.02083553615641	0.726243279447048	0.411064885523378	0.635413004981517	-0.386089620458196
FERMT3	0.128152519355995	5.46239409193816	0.725979277890235	0.411147460258545	0.635413004981517	0.386002388121848
PSPHP1	0.119728218329309	3.68253805492502	0.725964188819071	0.411152180627068	0.635413004981517	0.385997402031864
TERF1P4	-0.121062339038923	3.1752492339763	0.725652399595887	0.411249737902349	0.635495741421356	-0.385894365826406
TCN1	0.206762213144265	1.6798950302815	0.725143907194595	0.411408920940412	0.635669178802595	0.385726295351093
ATM	-0.0873371171206414	9.81630508566903	0.725012600907544	0.411450042029056	0.635669178802595	-0.385682888977203
PRRC2B	-0.0974706921067021	5.05560162316835	0.72484123125329	0.411503719483926	0.635684076454785	-0.385626234949781
INPP1	-0.191360893330939	1.73786823938022	0.724180207041694	0.411710873065741	0.635907762762094	-0.38540766336419
EMX2OS	-0.263431699759721	0.739631505120499	0.723897759276422	0.411799437495591	0.635907762762094	-0.385314250949478
FUS	0.150723105869659	7.55628192371775	0.723890832359427	0.411801609879997	0.635907762762094	0.385311959901978
TREML2	-0.485372835636596	-0.819324934187023	0.723817142880836	0.411824721118233	0.635907762762094	-0.385287586996788
C7orf26	-0.10806381893482	3.93464106032181	0.723455763040385	0.411938090350238	0.636014788480859	-0.385168048626028
PTGES3P4	-0.218320170046463	1.7340731783944	0.723215707259784	0.412013425984173	0.636048507381981	-0.385088631695417
EMSY	-0.0803816289722056	4.74621992435394	0.723105403562461	0.412048049392926	0.636048507381981	-0.385052137439043
RABL3	-0.0796313275877043	5.42126488467293	0.722311299899342	0.412297447512607	0.636341634440299	-0.384789353858892
TAB2	0.0666137510717917	6.24439806427127	0.722097182674872	0.412364734481722	0.636341634440299	0.384718482755322
CDC6	-0.0668705556116671	6.03460780034154	0.721958401768147	0.412408356053109	0.636341634440299	-0.38467254379834
RBKS	-0.252020295733217	1.07078167662549	0.721852337698712	0.412441698991221	0.636341634440299	-0.384637432801008
PTGR2	-0.165415109220315	2.89481445941916	0.72179939061068	0.41245834534898	0.636341634440299	-0.38461990480748
ZNF497	0.300522547964632	0.201347353986637	0.86895136845968	0.413118836280245	0.637292532650312	0.383925002781653
FAHD2B	-0.141983975197236	3.62583306874295	0.719233947657039	0.413266183985123	0.637390760256209	-0.383770129945728
THRA	0.112121462383179	4.05692252577027	0.71897744575689	0.413347091982557	0.637390760256209	0.383685113413907
ERP29	0.107525876567299	5.79807929399991	0.718718200985043	0.413428890608633	0.637390760256209	0.383599177942157
SLC4A1AP	-0.0747093266806935	5.17600864803583	0.718704749143002	0.413433135721314	0.637390760256209	-0.383594718603225
TAOK2	0.094444233993684	5.85048749435424	0.718575788840589	0.413473836323205	0.637390760256209	0.383551966401531
IQCD	0.302318340712536	0.726068936681849	0.718476841462494	0.413505068971863	0.637390760256209	0.383519162258918
ISCA2P1	-0.210271422564823	1.32688817297772	0.718432397078112	0.413519099015011	0.637390760256209	-0.383504427090208
SUPT4H1P1	0.245944691691255	1.44191597764133	0.718379702850861	0.413535734314191	0.637390760256209	0.383486956377631
SPAG5-AS1	-0.231669064135325	0.916462399326507	0.71821726436159	0.413587021978056	0.637401756087884	-0.383433097505377
WWC2	-0.0749285829660251	5.44723807826096	0.717949521052652	0.413671580112988	0.637464019055411	-0.383344314792363
SHISA5	-0.120910108069439	5.39505487604892	0.717675765357927	0.413758065341663	0.637497923781755	-0.383253527477882
CDK4	0.0916569888110507	6.14988060530678	0.717600328113858	0.413781902593173	0.637497923781755	0.383228507811887
PPAT	0.0599126165075669	6.49525451160152	0.717025423152545	0.413963636956534	0.637709856269824	0.383037806132019
METTL15P1	-0.190205571034919	2.99339033207346	0.716836128512952	0.414023502902343	0.637734025597335	-0.382975004552833
YLPM1	-0.0613599490888058	6.3734148073483	0.716632433053131	0.414087938526357	0.637765227842366	-0.382907419359334
IL17RC	-0.158101018383481	2.88956534991241	0.716375509114643	0.414169234716334	0.637766371434994	-0.382822164470006
GUSBP1	-0.105778919878538	3.99812355988552	0.716350849704025	0.414177038805976	0.637766371434994	-0.382813981242348
ZNF263	0.087708552472016	5.34979777959038	0.715937815594416	0.414307788424438	0.637854849613007	0.382676902477804
MTRF1LP1	-0.251058121919387	0.641308844790934	0.715890192419274	0.414322868164392	0.637854849613007	-0.382661095561177
LRRC37A15P	-0.296024291014347	0.833784389324183	0.715593913273136	0.414416703614406	0.637910482568245	-0.382562748095436
STRAP	-0.0758620515510974	6.28755961684272	0.715497069293917	0.414447382654999	0.637910482568245	-0.382530598703836
TMEM266	-0.318172449926705	0.602217486299797	0.715294772563564	0.414511479495895	0.637910767981413	-0.382463437580082
XPO4	0.0705429232432894	8.11180972109729	0.71521756706842	0.414535945859908	0.637910767981413	0.382437804289245
RFC2	0.0745369301081497	6.017179654845	0.714457733152077	0.414776858711182	0.638213465396996	0.38218548182589
PDSS2	0.0996683105127258	4.64637044038669	0.713787190604679	0.414989645094696	0.638472824958652	0.381962739756196
TEX30	-0.101100527836066	5.3015358280235	0.713593871939568	0.415051023920843	0.638499209433215	-0.381898510408056
TFB2M	0.100908469187144	4.97900214768269	0.713231010232964	0.415166271637758	0.638608449372688	0.381777936076258
UBXN7	-0.0579679548569111	7.10287302651498	0.71300194827227	0.415239049619043	0.638652346079321	-0.381701811622457
AGO1	-0.0857839314911862	5.09799931111815	0.712213175196537	0.415489814782351	0.638969954852245	-0.381439617940131
ZNF395	-0.146664951466984	2.85064817030664	0.711856133999293	0.415603403539146	0.639039155090496	-0.381320904492585
BUB3	-0.058568191450793	7.66171295300209	0.711793464304424	0.415623346297082	0.639039155090496	-0.381300065341947
HNRNPH1	0.0666354837577392	10.0219010954629	0.711472212075581	0.415725599048468	0.639128301156942	0.381193232209701
ZNF710	-0.199824453415186	2.52448628247075	0.71124143510829	0.415799078663083	0.63913764616829	-0.38111647732293
RPS4XP2	-0.250268829245224	2.14960125110129	0.711175031898536	0.415820225326447	0.63913764616829	-0.38109439058404
HSPD1P6	0.132666385278876	3.31286502561861	0.710951297743369	0.415891487915271	0.639179124831775	0.3810199682844
ANAPC2	0.142537070022047	5.09422404759182	0.710484571112933	0.416040209514735	0.639284090988345	0.380864693588474
ATG13	0.108768550607759	4.63356576674095	0.710306560965682	0.416096954351896	0.639284090988345	0.380805463041482
CLK2P1	-0.171848441234762	2.50525245713017	0.710292948945071	0.416101294002519	0.639284090988345	-0.380800933624789
NRAS	-0.0620878153114739	7.33168459634147	0.710104239715328	0.416161463823018	0.639284090988345	-0.380738137540693
USP45	-0.0621003295783678	6.32003173088601	0.709926163274989	0.416218256045709	0.639284090988345	-0.38067887480668
PTS	0.101870980275701	3.83959975157633	0.709842600373946	0.416244910204872	0.639284090988345	0.380651063956381
SNRK	-0.0750647802520232	5.15825188670914	0.709764658531759	0.416269773849435	0.639284090988345	-0.380625122927727
ANXA2R	-0.144013102123209	3.20152351314264	0.708878222677998	0.416552715037292	0.639650568479773	-0.380330030508978
SLC23A1	0.411400975053273	-0.0319484354176181	0.708451238564629	0.416689112911624	0.639782235770442	0.380187846468984
TOX4	0.0691468564533676	5.85825103597404	0.708332373524931	0.416727096352831	0.639782235770442	0.380148260008467
CIP2A	-0.0688027062509661	6.7013565863622	0.707948546037678	0.416849786350904	0.639902543147772	-0.380020416756961
LRP4-AS1	-0.284235205043197	0.334146073471114	0.792427472959385	0.417158299108137	0.640233089898558	-0.379699111972246
TONSL-AS1	-0.287863150261451	0.335966143058331	0.815466526877569	0.417158299129042	0.640233089898558	-0.379699111950482
ACY1	0.258343276276072	1.72057386649868	0.706859651118705	0.417198162695743	0.640233089898558	0.379657612836249
GEMIN8P4	0.416336742150842	-0.152710608476443	0.706417899603454	0.417339626659759	0.640382105703686	0.379510376796533
MRPL12	0.210399650074358	2.78544671748051	0.705849491972723	0.417521762409057	0.640573073012089	0.379320882940024
BCDIN3D-AS1	-0.345215136174591	0.245755742481923	0.70551493953942	0.417629022634393	0.640573073012089	-0.379209328176306
KAT2A	0.0829930501863052	5.0176826487567	0.70548686256571	0.417638026332009	0.640573073012089	0.379199965287644
SNORA23	-0.162406034866782	5.91336699594729	0.705475799643943	0.41764157406413	0.640573073012089	-0.379196276078706
UBE2A	-0.0868472717094297	4.95297175605175	0.705255285344306	0.417712300067347	0.640613488130481	-0.379122736195912
LRCH1	0.091992207872366	4.33643573823597	0.704915299457984	0.417821381751154	0.640705008349297	0.379009339035142
RPL41	0.0914505049778233	8.24744667150159	0.704688922169222	0.417894038166692	0.640705008349297	0.378933824620377
POLR2G	0.0744463484534755	5.92253254362973	0.704528924462019	0.417945401989777	0.640705008349297	0.378880448280636
RNF126	0.123532835836996	4.78542510008523	0.704415032637902	0.417981970627168	0.640705008349297	0.378842450823058
LINC01547	0.208864534430943	1.55441252676407	0.704057956228232	0.418096654496076	0.640705008349297	0.378723307550534
RCOR3	-0.0671181099301533	5.83280402267106	0.703901566824326	0.418146898557777	0.640705008349297	-0.378671120077896
ERF	0.150086569202378	3.99587616574056	0.703900518508525	0.418147235388214	0.640705008349297	0.378670770240216
APMAP	0.0606401279739911	6.31636166213954	0.70381139044489	0.418175874371755	0.640705008349297	0.378641026347265
SCN4A	1.27303320513938	-1.98657253386441	0.703697781068506	0.418212384311289	0.640705008349297	0.378603110785636
C11orf58	-0.0617697469402507	7.15884477514492	0.703664177483026	0.418223184258457	0.640705008349297	-0.378591895678014
OSCP1	-0.168150947855334	1.84557771229273	0.703549068573403	0.418260182784967	0.640705008349297	-0.37855347708765
UTP18	-0.0669155498087382	6.71250333437146	0.703293593020712	0.418342316831554	0.640762831382526	-0.378468202746873
ZBED9	-0.115647394017531	4.19878745259208	0.702548558248022	0.418581988186136	0.64106191188787	-0.378219463526404
PROB1	0.351741618395187	1.0499390756154	0.702373418381618	0.418638360912213	0.641080235295291	0.378160978650999
ERCC6L	0.06661439397474	6.16804761397107	0.70192648136414	0.418782272470912	0.64123259285003	0.378011710782621
TRIM35	0.0723285408377782	5.88657145300249	0.70109989841386	0.419048635777818	0.641483662193198	0.37773556886155
AMER1	0.128038935906037	4.05787563238744	0.700987910882231	0.419084744094841	0.641483662193198	0.377698148462314
